fid,covid_testing,ecg_machine,ecg_wait,icu_beds,address,beds,city,country,county,id,latitude,longitude,name,state,status,telephone,type,ventilator,website,zip,total_ecg_machine,total_icu_beds,total_beds,total_ventilator
4849,-1,-1,-1,-1,"151 KNOLLCROFT RD",251,LYONS,USA,SOMERSET,9407939,40.66859853,-74.5575506,"VA MEDICAL CENTER - LYONS CAMPUS",NJ,OPEN,"(908) 647-0180","GENERAL ACUTE CARE",-1,http://www.newjersey.va.gov/,7939,-1,-1,-1,-1
4850,-1,-1,-1,-1,"1400 VFW PKY",448,"WEST ROXBURY",USA,SUFFOLK,6802132,42.2746273,-71.17169802,"VA MEDICAL CENTER - WEST ROXBURY DIVISION",MA,OPEN,"NOT AVAILABLE",MILITARY,-1,http://www.boston.va.gov/,2132,-1,-1,-1,-1
4851,-1,-1,-1,-1,"1500 WEISS ST",8,SAGINAW,USA,SAGINAW,7148602,43.44479571,-83.96202358,"ALEDA E. LUTZ VA MEDICAL CENTER",MI,OPEN,"(989) 497-2500",MILITARY,-1,http://www.saginaw.va.gov/,48602,-1,-1,-1,-1
4852,-1,-1,-1,-1,"425 7TH ST NW",5,"CASS LAKE",USA,CASS,156633,47.38446543,-94.60854792,"CASS LAKE HOSPITAL",MN,OPEN,"(218) 335-3200","CRITICAL ACCESS",-1,https://www.ihs.gov/bemidji/healthcarefacilities/casslake/,56633,-1,-1,-1,-1
4853,-1,-1,-1,-1,"1500 E WOODROW WILSON DR",210,JACKSON,USA,HINDS,7939216,32.32789016,-90.16732631,"G.V. (SONNY) MONTGOMERY VA MEDICAL CENTER",MS,OPEN,"(601) 362-4471",MILITARY,-1,http://www.jackson.va.gov/,39216,-1,-1,-1,-1
4854,-1,-1,-1,-1,"113 COMANCHE RD",-999,"FORT MEADE",USA,MEADE,13957741,44.41267726,-103.4718151,"VA MEDICAL CENTER - FORT MEADE CAMPUS",SD,OPEN,"NOT AVAILABLE",MILITARY,-1,http://www.blackhills.va.gov/,57741,-1,-1,-1,-1
4855,-1,-1,-1,-1,"163 VETERANS DR",-999,"WHITE RIVER JUNCTION",USA,WINDSOR,15105009,43.64849322,-72.34253657,"VA MEDICAL CENTER - WHITE RIVER JUNCTION",VT,OPEN,"NOT AVAILABLE",MILITARY,-1,http://www.whiteriver.va.gov/,5009,-1,-1,-1,-1
4856,-1,-1,-1,-1,"201 WEST CENTER ST",794,ROCHESTER,USA,OLMSTED,59,44.02395962,-92.46583322,"MAYO CLINIC HOSPITAL METHODIST CAMPUS",MN,OPEN,"(507) 266-7890","GENERAL ACUTE CARE",-1,http://www.mayoclinic.org/patient-visitor-guide/minnesota/clinic-hospital-buildings/mayo-clinic-hospital-methodist-campus,55902,-1,-1,-1,-1
4857,-1,-1,-1,-1,"901 9TH ST N",83,VIRGINIA,USA,"ST. LOUIS",57,47.53186339,-92.5485476,"ESSENTIA HEALTH VIRGINIA",MN,OPEN,"(218) 741-3340","GENERAL ACUTE CARE",-1,http://www.essentiahealth.org/essentiahealth-virginia/find-a-clinic/essentia-healthvirginia-211.aspx,55792,-1,-1,-1,-1
4858,-1,-1,-1,-1,"325 NEW CASTLE RD",56,BUTLER,USA,BUTLER,12016001,40.87343949,-79.94413084,"VA BUTLER HEALTHCARE",PA,OPEN,"(800) 362-8262",MILITARY,-1,http://www.butler.va.gov/,16001,-1,-1,-1,-1
4859,-1,-1,-1,-1,"1401 W CENTRAL PARK AVE",502,DAVENPORT,USA,SCOTT,66,41.54367413,-90.59376514,"GENESIS MEDICAL CENTER WEST-DAVENPORT",IA,OPEN,"(563) 421-1000","GENERAL ACUTE CARE",-1,http://www.genesishealth.com/,52804,-1,-1,-1,-1
4860,-1,-1,-1,-1,"10 CASIA ST",209,"SAN JUAN",PRI,"SAN JUAN",13700921,18.39039414,-66.07933548,"VA CARIBBEAN HEALTHCARE SYSTEM",PR,OPEN,"(787) 641-7582","GENERAL ACUTE CARE",-1,http://www.caribbean.va.gov/,921,-1,-1,-1,-1
4861,-1,-1,-1,-1,"1 S BRYANT AVE",54,EDMOND,USA,OKLAHOMA,78,35.65465832,-97.4615103,"OU MEDICAL CENTER EDMOND-ER",OK,OPEN,"(405) 359-5561","GENERAL ACUTE CARE",-1,http://www.oumedicine.com/edmond,73034,-1,-1,-1,-1
4862,-1,-1,-1,-1,"4800 HOSPITAL PKWY",25,BEATRICE,USA,GAGE,63,40.31614637,-96.74972061,"BEATRICE COMMUNITY HOSPITAL",NE,OPEN,"(402) 228-3344","CRITICAL ACCESS",-1,http://www.beatricecommunityhospital.com/,68310,-1,-1,-1,-1
4863,-1,-1,-1,-1,"2601 GABRIEL AVENUE",-999,PARSONS,USA,LABETTE,74,37.35126304,-95.28054226,"PARSONS STATE HOSPITAL",KS,OPEN,"(620) 820-5271","GENERAL ACUTE CARE",-1,http://www.kdads.ks.gov/parsons/parsons_index.html,67357,-1,-1,-1,-1
4864,-1,-1,-1,-1,"161 RIVER OAKS DR",67,CANTON,USA,MADISON,84,32.58137191,-90.08319563,"MERIT HEALTH MADISON",MS,OPEN,"(601) 855-4000","GENERAL ACUTE CARE",-1,http://www.merithealthmadison.com/,39046,-1,-1,-1,-1
4865,-1,-1,-1,-1,"3300 HEALTHPLEX PKWY",152,NORMAN,USA,CLEVELAND,80,35.25959361,-97.48953346,"NORMAN REGIONAL HEALTHPLEX",OK,OPEN,"(405) 515-1000","GENERAL ACUTE CARE",-1,http://www.normanregional.com/en/locations.html?location_list=9,73072,-1,-1,-1,-1
4866,-1,-1,-1,-1,"5601 PLUM CREEK DRIVE",47,AMARILLO,USA,POTTER,779124,35.218499,-101.9022048,"PLUM CREEK SPECIALTY HOSPITAL",TX,OPEN,"(806) 351-1000","LONG TERM CARE",-1,http://www.specialtyhospital-plumcreek.net,79124,-1,-1,-1,-1
4867,-1,-1,-1,-1,"200 PERRY HOUSE ROAD, BOX 1447",75,FITZGERALD,USA,"BEN HILL",10831750,31.69756452,-83.26014598,"DORMINY MEDICAL CENTER",GA,OPEN,"(229) 424-7100","GENERAL ACUTE CARE",-1,http://www.dorminymedical.org,31750,-1,-1,-1,-1
4868,-1,-1,-1,-1,"550 UNIVERSITY BLVD",-999,INDIANAPOLIS,USA,MARION,100,39.77528333,-86.17656162,"IU HEALTH UNIVERSITY HOSPITAL",IN,OPEN,"(317) 274-5000","GENERAL ACUTE CARE",-1,http://iuhealth.org/university/,46202,-1,-1,-1,-1
4869,-1,-1,-1,-1,"7777 YANKEE RD",42,MIDDLETOWN,USA,BUTLER,95,39.37657725,-84.36794409,"CINCINNATI CHILDREN'S LIBERTY",OH,OPEN,"(513) 636-4200",CHILDREN,-1,http://www.cincinnatichildrens.org/,45044,-1,-1,-1,-1
4870,-1,-1,-1,-1,"705 RILEY HOSPITAL DR",-999,INDIANAPOLIS,USA,MARION,102,39.77710774,-86.18027646,"RILEY HOSPITAL FOR CHILDREN",IN,OPEN,"(317) 944-5000",CHILDREN,-1,http://iuhealth.org/riley/,46202,-1,-1,-1,-1
4871,-1,-1,-1,-1,"8701 BROADWAY",-999,MERRILLVILLE,USA,LAKE,104,41.45837283,-87.3329309,"METHODIST HOSPITAL-SOUTHLAKE",IN,OPEN,"(219) 738-5500","GENERAL ACUTE CARE",-1,http://www.methodisthospitals.org/,46410,-1,-1,-1,-1
4872,-1,-1,-1,-1,"406 SOUTH GARY STREET",25,MONAHANS,USA,WARD,39079756,31.59378429,-102.8831868,"WARD MEMORIAL HOSPITAL",TX,OPEN,"(432) 943-2511","CRITICAL ACCESS",-1,http://www.wardmemorial.org,79756,-1,-1,-1,-1
4873,-1,-1,-1,-1,"4207 BURNET ROAD",103,AUSTIN,USA,TRAVIS,3178756,30.31182625,-97.7432915,"CORNERSTONE HOSPITAL OF AUSTIN",TX,OPEN,"(512) 706-1900","LONG TERM CARE",-1,http://www.chghospitals.com/austin/,78756,-1,-1,-1,-1
4874,-1,-1,-1,-1,"860 SOUTH 8TH STREET",18,BEAUMONT,USA,JEFFERSON,5577701,30.06953533,-94.12531493,"MID - JEFFERSON EXTENDED CARE HOSPITAL OF BEAUMONT",TX,OPEN,"(409) 236-8700","LONG TERM CARE",-1,http://www.christusdubuis.org/beaumontandportarthursystem-christusdubuishospitalofbeaumont,77701,-1,-1,-1,-1
4875,-1,-1,-1,-1,"2303 SOUTHEAST MILITARY DRIVE",72,"SAN ANTONIO",USA,BEXAR,46378223,29.35410452,-98.4567103,"TEXAS CENTER FOR INFECTIOUS DISEASE",TX,OPEN,"NOT AVAILABLE","GENERAL ACUTE CARE",-1,http://www.dshs.state.tx.us/tcid/default.shtm,78223,-1,-1,-1,-1
4876,-1,-1,-1,-1,"2813 SOUTH MAYHILL ROAD",54,DENTON,USA,DENTON,16376208,33.17439097,-97.08712045,"INTEGRITY TRANSITIONAL HOSPITAL",TX,OPEN,"(940) 320-2300","LONG TERM CARE",-1,http://www.ithdenton.com,76208,-1,-1,-1,-1
4877,-1,-1,-1,-1,"2311 NORTH OREGON STREET",32,"EL PASO",USA,"EL PASO",18379902,31.77347373,-106.5022513,"PREMIER SPECIALTY HOSPITAL OF EL PASO",TX,OPEN,"(915) 545-1823","LONG TERM CARE",-1,http://www.encore-healthcare.com/mesa_hills/index.aspx,79902,-1,-1,-1,-1
4878,-1,-1,-1,-1,"1740 CURIE DRIVE",62,"EL PASO",USA,"EL PASO",18479902,31.77862724,-106.4772989,"KINDRED HOSPITAL EL PASO",TX,OPEN,"(915) 351-9044","LONG TERM CARE",-1,http://www.khelpaso.com,79902,-1,-1,-1,-1
4879,-1,-1,-1,-1,"7800 OAKMONT BOULEVARD",80,"FORT WORTH",USA,TARRANT,20976132,32.665697,-97.42370538,"KINDRED HOSPITAL - TARRANT COUNTY - FORT WORTH SOUTHWEST",TX,OPEN,"(817) 346-0094","LONG TERM CARE",-1,http://www.kindredhospitalfwsw.com/,76132,-1,-1,-1,-1
4880,-1,-1,-1,-1,"707 SOUTH ROLAND STREET",25,SPEARMAN,USA,HANSFORD,49879081,36.19027677,-101.1996141,"HANSFORD COUNTY HOSPITAL",TX,OPEN,"(806) 659-2535","GENERAL ACUTE CARE",-1,http://www.hchd.net,79081,-1,-1,-1,-1
4881,-1,-1,-1,-1,"718 LEXINGTON AVENUE",30,"SAN ANTONIO",USA,BEXAR,47178212,29.43763615,-98.49305967,"ACUITY HOSPITAL OF SOUTH TEXAS",TX,OPEN,"(210) 572-4600","LONG TERM CARE",-1,http://www.acuityhealthcare.net,78212,-1,-1,-1,-1
4882,-1,-1,-1,-1,"16088 SAN PEDRO",10,"SAN ANTONIO",USA,BEXAR,134178232,29.58772294,-98.47345927,"BAPTIST EMERGENCY HOSPITAL - THOUSAND OAKS",TX,OPEN,"(210) 402-4092","GENERAL ACUTE CARE",-1,http://www.baptistemergencyhospital.com/,78232,-1,-1,-1,-1
4883,-1,-1,-1,-1,"5001 N PIEDRAS",-999,"EL PASO",USA,"EL PASO",15579930,31.82079555,-106.4624822,"EL PASO VA HEALTH CARE SYSTEM",TX,OPEN,"(951) 564-6100",MILITARY,-1,http://www.elpaso.va.gov/,79930,-1,-1,-1,-1
4884,-1,-1,-1,-1,"400 YOUENS DRIVE",38,WEIMAR,USA,COLORADO,73678962,29.69450237,-96.78813415,"WEIMAR MEDICAL CENTER",TX,OPEN,"(979) 725-8274","GENERAL ACUTE CARE",-1,http://weimarhospital.com/,78962,-1,-1,-1,-1
4885,-1,-1,-1,-1,"10811 TOWN CENTER DRIVE",8,"SAN ANTONIO",USA,BEXAR,71378232,29.46171808,-98.68991382,"BAPTIST EMERGENCY HOSPITAL - WESTOVER HILLS",TX,OPEN,"(210) 572-0911","GENERAL ACUTE CARE",-1,http://www.baptistemergencyhospital.com/,78232,-1,-1,-1,-1
4886,-1,-1,-1,-1,"333 NORTH SANTA ROSA STREET",652,"SAN ANTONIO",USA,BEXAR,134878207,29.42803731,-98.49837581,"CHILDREN'S HOSPITAL OF SAN ANTONIO",TX,OPEN,"(210) 704-3907",CHILDREN,-1,http://www.chofsa.org/,78207,-1,-1,-1,-1
4887,-1,-1,-1,-1,"2827 BABCOCK ROAD",172,"SAN ANTONIO",USA,BEXAR,134978229,29.51281257,-98.59013727,"CHRISTUS SANTA ROSA - MEDICAL CENTER",TX,OPEN,"(210) 705-6021","GENERAL ACUTE CARE",-1,http://www.christussantarosa.org/medicalcenter,78229,-1,-1,-1,-1
4888,-1,-1,-1,-1,"22 BERMUDA LANE",76,LONGVIEW,USA,GREGG,35175605,32.56443086,-94.76403545,"MAGNOLIA BEHAVIORAL HOSPITAL OF EAST TEXAS",TX,OPEN,"(903) 291-3456",PSYCHIATRIC,-1,http://www.longviewhospital.com,75605,-1,-1,-1,-1
4889,-1,-1,-1,-1,"130 SOUTH CENTRAL EXPRESSWAY",103,MCKINNEY,USA,COLLIN,73375070,33.19729748,-96.64053232,"MEDICAL CITY OF MCKINNEY - WYSONG CAMPUS",TX,OPEN,"(972) 548-5300",PSYCHIATRIC,-1,http://medicalcenterofmckinney.com/service/psychiatry,75070,-1,-1,-1,-1
4890,-1,-1,-1,-1,"1106 N IH 35",24,"SAN MARCOS",USA,HAYS,77878666,29.8840848,-97.91806068,"WELLBRIDGE HOSPITAL OF SAN MARCOS",TX,OPEN,"(512) 353-0914",PSYCHIATRIC,-1,http://oceanssanmarcos.com/,78666,-1,-1,-1,-1
4891,-1,-1,-1,-1,"1301 PUNCHBOWL STREET",495,HONOLULU,USA,HONOLULU,2396813,21.3080396,-157.8536385,"QUEENS MEDICAL CENTER",HI,OPEN,"(808) 538-9011","GENERAL ACUTE CARE",-1,http://www.queens.org,96813,-1,-1,-1,-1
4892,-1,-1,-1,-1,"4000 SOUTH LOOP 256",70,PALESTINE,USA,ANDERSON,41075802,31.7384786,-95.64436996,"PALESTINE REGIONAL REHABILITATION AND PSYCHIATRIC CAMPUS",TX,OPEN,"(903) 731-1000",REHABILITATION,-1,http://www.palestineregional.com/services/rehabilitation.aspx,75801,-1,-1,-1,-1
4893,-1,-1,-1,-1,"849 SOUTH THREE NOTCH STREET",88,ANDALUSIA,USA,COVINGTON,1336420,31.29579533,-86.49454911,"ANDALUSIA REGIONAL HOSPITAL",AL,OPEN,"(334) 222-8466","GENERAL ACUTE CARE",-1,http://www.andalusiaregionalhospital.com,36420,-1,-1,-1,-1
4894,-1,-1,-1,-1,"5800 SOUTHLAND DRIVE",60,MOBILE,USA,MOBILE,436693,30.62480849,-88.17800813,"BAYPOINTE BEHAVIORAL HEALTH",AL,OPEN,"(251) 450-5901",PSYCHIATRIC,-1,http://www.altapointe.org,36693,-1,-1,-1,-1
4895,-1,-1,-1,-1,"1 KAMANI ST",21,PAHALA,USA,HAWAII,1196777,19.19966254,-155.472136,"KAU HOSPITAL",HI,OPEN,"(808) 932-4200","GENERAL ACUTE CARE",-1,http://www.hhsc.org,96777,-1,-1,-1,-1
4896,-1,-1,-1,-1,"1000 FOURTH STREET SW",346,"MASON CITY",USA,"CERRO GORDO",95250401,43.15007558,-93.21671931,"MERCY MEDICAL CENTER-NORTH IOWA",IA,OPEN,"(641) 428-7000","GENERAL ACUTE CARE",-1,http://www.mercynorthiowa.com,50401,-1,-1,-1,-1
4897,-1,-1,-1,-1,"300 PERSHING AVENUE",25,SHENANDOAH,USA,PAGE,12651601,40.75508455,-95.37317521,"SHENANDOAH MEMORIAL HOSPITAL",IA,OPEN,"(712) 246-1230","CRITICAL ACCESS",-1,http://www.shenandoahmedcenter.com,51601,-1,-1,-1,-1
4898,-1,-1,-1,-1,"1026 A AVENUE NE",540,"CEDAR RAPIDS",USA,LINN,7352402,41.98523772,-91.66058668,"ST. LUKE'S METHODIST HOSPITAL",IA,OPEN,"(319) 369-7211","GENERAL ACUTE CARE",-1,http://www.stlukescr.org/,52402,-1,-1,-1,-1
4899,-1,-1,-1,-1,"204 N FOURTH AVE E",68,NEWTON,USA,JASPER,8550208,41.70306545,-93.05162676,"SKIFF MEDICAL CENTER",IA,OPEN,"(641) 792-1273","GENERAL ACUTE CARE",-1,http://www.skiffmed.com,50208,-1,-1,-1,-1
4900,-1,-1,-1,-1,"1600 FIRST STREET EAST",25,INDEPENDENCE,USA,BUCHANAN,5150644,42.47034136,-91.87442373,"BUCHANAN COUNTY HEALTH CENTER",IA,OPEN,"(319) 332-0999","CRITICAL ACCESS",-1,http://www.bchealth.info,50644,-1,-1,-1,-1
4901,-1,-1,-1,-1,"407 S WHITE ST",74,"MOUNT PLEASANT",USA,HENRY,92552641,40.96229764,-91.55950957,"HENRY COUNTY HEALTH CENTER",IA,OPEN,"(319) 385-3141","CRITICAL ACCESS",-1,http://www.hchc.org,52641,-1,-1,-1,-1
4902,-1,-1,-1,-1,"23019 HIGHWAY 149",25,SIGOURNEY,USA,KEOKUK,92852591,41.3225069,-92.20608695,"KEOKUK COUNTY HEALTH CENTER",IA,OPEN,"(641) 622-2720","CRITICAL ACCESS",-1,http://www.kchc.net,52591,-1,-1,-1,-1
4903,-1,-1,-1,-1,"933 EAST PIERCE STREET",236,"COUNCIL BLUFFS",USA,POTTAWATTAMIE,93151503,41.26858246,-95.83535747,"METHODIST JENNIE EDMUNDSON",IA,OPEN,"(712) 396-6000","GENERAL ACUTE CARE",-1,https://www.bestcare.org/jennie-edmundson/,51503,-1,-1,-1,-1
4904,-1,-1,-1,-1,"509 NORTH MADISON STREET",25,BLOOMFIELD,USA,DAVIS,93852537,40.75917145,-92.41552486,"DAVIS COUNTY HOSPITAL",IA,OPEN,"(641) 664-2145","CRITICAL ACCESS",-1,http://www.daviscountyhospital.org,52537,-1,-1,-1,-1
4905,-1,-1,-1,-1,"2959 US HIGHWAY 275",25,HAMBURG,USA,FREMONT,94251640,40.62049313,-95.65062315,"GEORGE C GRAPE COMMUNITY HOSPITAL",IA,OPEN,"(712) 382-1515","CRITICAL ACCESS",-1,http://www.grapehospital.com,51640,-1,-1,-1,-1
4906,-1,-1,-1,-1,"50 NORTH PERRY",285,PONTIAC,USA,OAKLAND,10248342,42.63832271,-83.2914924,"MCLAREN OAKLAND",MI,OPEN,"NOT AVAILABLE","GENERAL ACUTE CARE",-1,http://www.pohmedical.org,48342,-1,-1,-1,-1
4907,-1,-1,-1,-1,"201 EAST J AVENUE",80,"GRUNDY CENTER",USA,GRUNDY,94350638,42.35939319,-92.76196328,"GRUNDY COUNTY MEMORIAL HOSPITAL",IA,OPEN,"(319) 824-5421","CRITICAL ACCESS",-1,http://www.grundycountyhospital.com,50638,-1,-1,-1,-1
4908,-1,-1,-1,-1,"200 MAIN STREET",25,GUTTENBERG,USA,CLAYTON,94452052,42.78612754,-91.09946116,"GUTTENBERG MUNICIPAL HOSPITAL",IA,OPEN,"(563) 252-1121","CRITICAL ACCESS",-1,http://www.guttenberghospital.org,52052,-1,-1,-1,-1
4909,-1,-1,-1,-1,"532 1ST ST NW",25,BRITT,USA,HANCOCK,94550423,43.09821403,-93.80819526,"HANCOCK COUNTY HEALTH SYSTEM",IA,OPEN,"(641) 843-5000","CRITICAL ACCESS",-1,http://www.trusthchs.com/hancock-county-health-system,50423,-1,-1,-1,-1
4910,-1,-1,-1,-1,"3815 HIGHLAND AVENUE",326,"DOWNERS GROVE",USA,DUPAGE,12560515,41.81846623,-88.00811566,"ADVOCATE GOOD SAMARITAN HOSPITAL",IL,OPEN,"(630) 275-5900","GENERAL ACUTE CARE",-1,http://www.advocatehealth.com/gsam,60515,-1,-1,-1,-1
4911,-1,-1,-1,-1,"1425 NORTH RANDALL ROAD",255,ELGIN,USA,KANE,1460123,42.07058742,-88.3307023,"ADVOCATE SHERMAN HOSPITAL",IL,OPEN,"(847) 742-9800","GENERAL ACUTE CARE",-1,http://www.advocatehealth.com/sherman,60123,-1,-1,-1,-1
4912,-1,-1,-1,-1,"77 N AIRLITE STREET",184,ELGIN,USA,KANE,10660123,42.03526953,-88.32694713,"PRESENCE SAINT JOSEPH HOSPITAL",IL,OPEN,"(847) 695-3200","GENERAL ACUTE CARE",-1,http://www.presencehealth.org/presence-saint-joseph-hospital-elgin,60123,-1,-1,-1,-1
4913,-1,-1,-1,-1,"355 RIDGE AVE",244,EVANSTON,USA,COOK,3960202,42.02438934,-87.68456805,"PRESENCE CHICAGO HOSPITALS NETWORK DBA PRESENCE SAINT FRANCIS HOSPITAL",IL,OPEN,"(847) 316-2353","GENERAL ACUTE CARE",-1,http://www.presencehealth.org/presence-saint-francis-hospital-evanston,60202,-1,-1,-1,-1
4914,-1,-1,-1,-1,"333 N MADISON",480,JOLIET,USA,WILL,360435,41.52784899,-88.13578744,"PRESENCE CENTRAL AND SUBURBAN HOSPITALS NETWORK DBA PRESENCE ST JOSEPH MEDICAL CENTER",IL,OPEN,"(815) 725-7133","GENERAL ACUTE CARE",-1,http://www.presencehealth.org/presence-saint-joseph-medical-center-joliet,60435,-1,-1,-1,-1
4915,-1,-1,-1,-1,"500 W COURT ST",143,KANKAKEE,USA,KANKAKEE,7560901,41.12071648,-87.87197245,"PRESENCE CENTRAL AND SUBURBAN HOSPITALS NETWORK DBA PRECENCE ST MARYS HOSPITAL",IL,OPEN,"(815) 937-2490","GENERAL ACUTE CARE",-1,http://www.presencehealth.org/presence-st-marys-hospital-kankakee,60901,-1,-1,-1,-1
4916,-1,-1,-1,-1,"625 WILLOW STREET",26,ALAMEDA,USA,ALAMEDA,794501,37.76184594,-122.2540476,"ALAMEDA HOSPITAL-SOUTH SHORE CONVALESCENT HOSPITAL",CA,OPEN,"NOT AVAILABLE","GENERAL ACUTE CARE",-1,http://www.alamedahospital.org,94501,-1,-1,-1,-1
4917,-1,-1,-1,-1,"6767 WEST 29TH STREET",50,GREELEY,USA,WELD,188180634,40.39094296,-104.7905365,"UCHEALTH GREELEY HOSPITAL",CO,OPEN,"(970) 652-2000","GENERAL ACUTE CARE",-1,https://www.uchealth.org/locations/uchealth-greeley-hospital/,80634,-1,-1,-1,-1
4918,-1,-1,-1,-1,"2927 DEMERE ROAD",101,"ST. SIMONS",USA,GLYNN,2031522,31.16402605,-81.40232648,"ST SIMONS BY-THE-SEA HOSPITAL",GA,OPEN,"(912) 638-1999",PSYCHIATRIC,-1,http://www.ssbythesea.com,31522,-1,-1,-1,-1
4919,-1,-1,-1,-1,"5353 REYNOLDS STREET",40,SAVANNAH,USA,CHATHAM,831405,32.02790058,-81.10031062,"SELECT SPECIALTY HOSPITAL - SAVANNAH",GA,OPEN,"NOT AVAILABLE","LONG TERM CARE",-1,http://savannah.selectspecialtyhospitals.com/,31405,-1,-1,-1,-1
4920,-1,-1,-1,-1,"1501 E 3RD STREET",49,DELTA,USA,DELTA,2581416,38.74496462,-108.0470186,"DELTA COUNTY MEMORIAL HOSPITAL",CO,OPEN,"(970) 874-7681","GENERAL ACUTE CARE",-1,http://www.deltahospital.org,81416,-1,-1,-1,-1
4921,-1,-1,-1,-1,"1001 E JOHNSON STREET",15,HOLYOKE,USA,PHILLIPS,8580734,40.57927084,-102.2899025,"MELISSA MEMORIAL HOSPITAL",CO,OPEN,"(970) 854-2241","CRITICAL ACCESS",-1,http://www.melissamemorial.org,80734,-1,-1,-1,-1
4922,-1,-1,-1,-1,"214 S 4TH STREET",19,KREMMLING,USA,GRAND,5480459,40.05697157,-106.3904139,"MIDDLE PARK MEDICAL CENTER",CO,OPEN,"(970) 724-3442","CRITICAL ACCESS",-1,http://www.mpmc.org,80459,-1,-1,-1,-1
4923,-1,-1,-1,-1,"247 SOUTH MAIN STREET",25,REIDSVILLE,USA,TATTNALL,10730453,32.08052775,-82.10912263,"OPTIM MEDICAL CENTER TATTNALL",GA,OPEN,"NOT AVAILABLE","CRITICAL ACCESS",-1,http://tattnall.optimhealth.com/,30453,-1,-1,-1,-1
4924,-1,-1,-1,-1,"1499 FAIR ROAD",150,STATESBORO,USA,BULLOCH,10930458,32.41479139,-81.76996101,"EAST GEORGIA REGIONAL MEDICAL CENTER",GA,OPEN,"(912) 486-1500","GENERAL ACUTE CARE",-1,http://www.eastgeorgiaregional.com,30458,-1,-1,-1,-1
4925,-1,-1,-1,-1,"2260 WRIGHTSBORO ROAD",231,AUGUSTA,USA,RICHMOND,15330904,33.46572907,-82.0183653,"TRINITY HOSPITAL OF AUGUSTA",GA,OPEN,"(706) 481-7000","GENERAL ACUTE CARE",-1,http://www.trinityofaugusta.com,30904,-1,-1,-1,-1
4926,-1,-1,-1,-1,"3405 MIKE PADGETT HIGHWAY",355,AUGUSTA,USA,RICHMOND,19930906,33.39693217,-82.01187344,"EAST CENTRAL REGIONAL HOSPITAL",GA,OPEN,"(706) 792-7066",PSYCHIATRIC,-1,http://www.augustareg.dhr.state.ga.us,30906,-1,-1,-1,-1
4927,-1,-1,-1,-1,"1537 WALTON WAY",80,AUGUSTA,USA,RICHMOND,21530909,33.47633313,-81.99031409,"SELECT SPECIALTY HOSPITAL - AUGUSTA",GA,OPEN,"NOT AVAILABLE","LONG TERM CARE",-1,http://www.selectspecialtyhospitals.com/company/locations/augusta.aspx,30909,-1,-1,-1,-1
4928,-1,-1,-1,-1,"1909 CAREW STREET",16,"FORT WAYNE",USA,ALLEN,19046805,41.09362544,-85.10848202,"PARK CENTER, INC",IN,OPEN,"(260) 489-3543",PSYCHIATRIC,-1,http://www.parkcenter.org/,46805,-1,-1,-1,-1
4929,-1,-1,-1,-1,"200 INDUSTRIAL BOULEVARD",190,DUBLIN,USA,LAURENS,11231021,32.5321546,-82.95040931,"FAIRVIEW PARK HOSPITAL",GA,OPEN,"NOT AVAILABLE","GENERAL ACUTE CARE",-1,http://www.fairviewparkhospital.com,31021,-1,-1,-1,-1
4930,-1,-1,-1,-1,"1500 EAST SHOTWELL STREET",80,BAINBRIDGE,USA,DECATUR,12531717,30.90277398,-84.55244719,"MEMORIAL HOSPITAL AND MANOR",GA,OPEN,"NOT AVAILABLE","GENERAL ACUTE CARE",-1,http://www.mh-m.org,31717,-1,-1,-1,-1
4931,-1,-1,-1,-1,"433 MCALISTER ROAD",101,LINCOLNTON,USA,LINCOLN,4128093,35.48991814,-81.20359858,"ATRIUM HEALTH LINCOLN",NC,OPEN,"(704) 735-3071","GENERAL ACUTE CARE",-1,http://www.carolinashealthcare.org/body.cfm?id=7626,28093,-1,-1,-1,-1
4932,-1,-1,-1,-1,"120 GORDON STREET",25,WASHINGTON,USA,WILKES,11930673,33.72860629,-82.74239942,"WILLS MEMORIAL HOSPITAL",GA,OPEN,"NOT AVAILABLE","GENERAL ACUTE CARE",-1,http://www.willsmemorialhospital.com/,30673,-1,-1,-1,-1
4933,-1,-1,-1,-1,"4600 AMBASSADOR CAFFERY PKWY",23,LAFAYETTE,USA,LAFAYETTE,21970508,30.15267806,-92.04621968,"WOMEN'S & CHILDREN'S HOSPITAL",LA,OPEN,"(337) 521-9100",SPECIAL,-1,http://womens-childrens.com/,70508,-1,-1,-1,-1
4934,-1,-1,-1,-1,"716 VILLAGE RD",30,KENNER,USA,JEFFERSON,12370065,30.02349579,-90.2583297,"OCEANS BEHAVIORAL HOSPITAL OF GREATER NEW ORLEANS",LA,OPEN,"(504) 464-8895",PSYCHIATRIC,-1,http://www.obhgno.info/,70065,-1,-1,-1,-1
4935,-1,-1,-1,-1,"14500 HAYNE BLVD",21,"NEW ORLEANS",USA,ORLEANS,18170128,30.07124995,-89.94853339,"ST. CATHERINE MEMORIAL HOSPITAL",LA,OPEN,"(504) 210-3000","LONG TERM CARE",-1,http://www.stcatherine-hospital.com,70128,-1,-1,-1,-1
4936,-1,-1,-1,-1,"115 WEST E STREET",28,TEHACHAPI,USA,KERN,49193561,35.13034378,-118.4487369,"ADVENTIST HEALTH MEDICAL CENTER TEHACHAPI VALLEY",CA,OPEN,"NOT AVAILABLE","GENERAL ACUTE CARE",-1,https://www.adventisthealth.org/tehachapivalley/,93561,-1,-1,-1,-1
