fid,address,alt_name,beds,city,country,county,countyfips,helipad,id,latitude,longitude,naics_code,naics_desc,name,owner,population,source,sourcedate,st_fips,state,status,telephone,trauma,type,val_date,val_method,website,zip
4803,"601 HIGHWAY 6 WEST","NOT AVAILABLE",93,"IOWA CITY",USA,JOHNSON,19103,N,94852246,41.6637023,-91.54848851,622110,"GENERAL MEDICAL AND SURGICAL HOSPITALS","IOWA CITY VA MEDICAL CENTER","GOVERNMENT - FEDERAL",-999,https://dia-hfd.iowa.gov/dia_hfd/ctlentitysearch.do,"8/9/2019 0:00",19,IA,OPEN,"(319) 338-0581","NOT AVAILABLE",MILITARY,"3/21/2015 0:00",IMAGERY/OTHER,http://www.iowacity.va.gov/,52246
4804,"5406 COLGATE STREET","NOT AVAILABLE",40,LUBBOCK,USA,LUBBOCK,48303,N,186179416,33.60288984,-101.9284584,622310,"REHABILITATION HOSPITALS (EXCEPT ALCOHOLISM, DRUG ADDICTION)","SOUTH PLAINS REHAB HOSPITAL, AN AFFILIATE OF UMC AND ENCOMPASS",PROPRIETARY,-999,https://hhs.texas.gov/doing-business-hhs/provider-portals/health-care-facilities-regulation,"9/3/2019 0:00",48,TX,OPEN,"(806) 507-3500","NOT AVAILABLE",SPECIAL,"5/6/2020 0:00",IMAGERY,"NOT AVAILABLE",79416
4805,"4800 E JOHNSON AVE","NOT AVAILABLE",181,JONESBORO,USA,CRAIGHEAD,5031,Y,3300000,35.86682937,-90.63651431,622110,"GENERAL MEDICAL AND SURGICAL HOSPITALS","NEA BAPTIST MEMORIAL HEALTH",NON-PROFIT,181,http://www.healthy.arkansas.gov/programsservices/hslicensingregulation/healthfacilityservices/pages/providerlists.aspx,"8/8/2019 0:00",5,AR,OPEN,"(870) 936-1000","LEVEL IV","GENERAL ACUTE CARE","2/10/2014 0:00",IMAGERY/OTHER,http://www.neabaptist.com,72401
4806,"315 EAST 13TH STREET","NOT AVAILABLE",32,MURFREESBORO,USA,PIKE,5109,Y,6071958,34.07094622,-93.68683939,622110,"GENERAL MEDICAL AND SURGICAL HOSPITALS","PIKE COUNTY MEMORIAL HOSPITAL","GOVERNMENT - LOCAL",32,http://www.arkansassiteselection.com/aedc/gis-data-download.aspx,"6/27/2012 0:00",5,AR,CLOSED,"(870) 285-3182","NOT AVAILABLE","GENERAL ACUTE CARE","2/10/2014 0:00",IMAGERY/OTHER,"NOT AVAILABLE",71958
4807,"624 HOSPITAL DRIVE","NOT AVAILABLE",268,"MOUNTAIN HOME",USA,BAXTER,5005,Y,272653,36.34210333,-92.39654421,622110,"GENERAL MEDICAL AND SURGICAL HOSPITALS","BAXTER REGIONAL MEDICAL CENTER",NON-PROFIT,268,http://www.healthy.arkansas.gov/programsservices/hslicensingregulation/healthfacilityservices/pages/providerlists.aspx,"8/8/2019 0:00",5,AR,OPEN,"(870) 508-1000","LEVEL III","GENERAL ACUTE CARE","3/13/2014 0:00",IMAGERY/OTHER,http://www.baxterregional.org,72653
4808,"679 NORTH MAIN STREET","NOT AVAILABLE",25,SALEM,USA,FULTON,5049,Y,1172576,36.38290088,-91.81030795,622110,"GENERAL MEDICAL AND SURGICAL HOSPITALS","FULTON COUNTY HOSPITAL","GOVERNMENT - LOCAL",25,http://www.healthy.arkansas.gov/programsservices/hslicensingregulation/healthfacilityservices/pages/providerlists.aspx,"8/8/2019 0:00",5,AR,OPEN,"(870) 895-2691","LEVEL IV","CRITICAL ACCESS","3/12/2014 0:00",IMAGERY,http://www.fultoncountyhospital.org,72576
4809,"1808 WEST MAIN STREET","NOT AVAILABLE",170,RUSSELLVILLE,USA,POPE,5115,Y,7272801,35.28355546,-93.15007797,622110,"GENERAL MEDICAL AND SURGICAL HOSPITALS","ST. MARY'S REGIONAL MEDICAL CENTER",PROPRIETARY,170,http://www.healthy.arkansas.gov/programsservices/hslicensingregulation/healthfacilityservices/pages/providerlists.aspx,"8/8/2019 0:00",5,AR,OPEN,"(479) 968-2841","LEVEL III","GENERAL ACUTE CARE","2/10/2014 0:00",IMAGERY/OTHER,http://www.saintmarysregional.com,72801
4810,"900 WEST KINGSHIGHWAY","NOT AVAILABLE",129,PARAGOULD,USA,GREENE,5055,Y,6272450,36.05194431,-90.49845704,622110,"GENERAL MEDICAL AND SURGICAL HOSPITALS","ARKANSAS METHODIST MEDICAL CENTER",NON-PROFIT,129,http://www.healthy.arkansas.gov/programsservices/hslicensingregulation/healthfacilityservices/pages/providerlists.aspx,"8/8/2019 0:00",5,AR,OPEN,"(870) 239-7000","LEVEL IV","GENERAL ACUTE CARE","2/10/2014 0:00",IMAGERY/OTHER,http://www.arkansasmethodist.org,72450
4811,"1710 HARRISON STREET","NOT AVAILABLE",199,BATESVILLE,USA,INDEPENDENCE,5063,Y,6772501,35.76786926,-91.63459098,622110,"GENERAL MEDICAL AND SURGICAL HOSPITALS","WHITE RIVER MEDICAL CENTER",NON-PROFIT,199,http://www.healthy.arkansas.gov/programsservices/hslicensingregulation/healthfacilityservices/pages/providerlists.aspx,"8/8/2019 0:00",5,AR,OPEN,"(870) 262-1200","LEVEL III","GENERAL ACUTE CARE","2/10/2014 0:00",IMAGERY/OTHER,http://www.whiteriverhealthsystem.com,72501
4812,"535 SOUTH FREEBRON","HOSPITAL DISTRICT #1 MARION COUNTY",37,MARION,USA,MARION,20115,Y,8966861,38.34268709,-97.01050833,622110,"GENERAL MEDICAL AND SURGICAL HOSPITALS","ST LUKE HOSPITAL","GOVERNMENT - DISTRICT/AUTHORITY",37,http://www.kdheks.gov/bhfr/fac_list/,"8/16/2019 0:00",20,KS,OPEN,"(620) 382-2177","LEVEL IV","GENERAL ACUTE CARE","4/17/2020 0:00",IMAGERY,http://www.slhmarion.org,66861
4813,"581 FAUNCE CORNER ROAD","NOT AVAILABLE",120,DARTMOUTH,USA,BRISTOL,25005,N,11202747,41.67274714,-70.98471383,622210,"PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS","SOUTHCOAST BEHAVIORAL HEALTH",PROPRIETARY,-999,http://www.mass.gov/eohhs/gov/departments/dph/programs/hcq/healthcare-quality/,"8/16/2019 0:00",25,MA,OPEN,"(508) 207-9800","NOT AVAILABLE",PSYCHIATRIC,"8/1/2016 0:00",IMAGERY/OTHER,http://www.southcoastbehavioral.com/,2747
4814,"1125 NORTH COLLEGE AVENUE","NOT AVAILABLE",25,FAYETTEVILLE,USA,WASHINGTON,5143,Y,9472701,36.07776768,-94.15840924,622110,"GENERAL MEDICAL AND SURGICAL HOSPITALS","REGENCY HOSPITAL OF NORTHWEST ARKANSAS",PROPRIETARY,25,http://www.arkansassiteselection.com/aedc/gis-data-download.aspx,"6/27/2012 0:00",5,AR,CLOSED,"(479) 713-7000","NOT AVAILABLE","GENERAL ACUTE CARE","2/10/2014 0:00",IMAGERY/OTHER,http://www.regencyhospital.com,72701
4815,"3215 NORTH NORTHHILLS BOULEVARD","NOT AVAILABLE",366,FAYETTEVILLE,USA,WASHINGTON,5143,Y,9500000,36.10928262,-94.16005156,622110,"GENERAL MEDICAL AND SURGICAL HOSPITALS","WASHINGTON REGIONAL MEDICAL CENTER",NON-PROFIT,366,http://www.healthy.arkansas.gov/programsservices/hslicensingregulation/healthfacilityservices/pages/providerlists.aspx,"8/8/2019 0:00",5,AR,OPEN,"(479) 713-1000","LEVEL II","GENERAL ACUTE CARE","2/10/2014 0:00",IMAGERY/OTHER,http://www.wregional.com,72703
4816,"3000 MEDICAL CENTER PARKWAY","NOT AVAILABLE",128,BENTONVILLE,USA,BENTON,5007,Y,400000,36.33990633,-94.1913569,622110,"GENERAL MEDICAL AND SURGICAL HOSPITALS","NORTHWEST MEDICAL CENTER - BENTONVILLE",PROPRIETARY,128,http://www.healthy.arkansas.gov/programsservices/hslicensingregulation/healthfacilityservices/pages/providerlists.aspx,"8/8/2019 0:00",5,AR,OPEN,"(479) 553-1000","LEVEL III","GENERAL ACUTE CARE","2/10/2014 0:00",IMAGERY/OTHER,http://www.northwesthealth.com/pages/home.aspx,72712
4817,"1200 WEST WALNUT STREET","NOT AVAILABLE",165,ROGERS,USA,BENTON,5007,Y,2072756,36.33315533,-94.13400782,622110,"GENERAL MEDICAL AND SURGICAL HOSPITALS","ST. MARY - ROGERS MEMORIAL HOSPITAL",NON-PROFIT,165,http://www.arkansassiteselection.com/aedc/gis-data-download.aspx,"6/27/2012 0:00",5,AR,CLOSED,"(479) 636-0200","NOT AVAILABLE","GENERAL ACUTE CARE","2/10/2014 0:00",IMAGERY/OTHER,http://www.bentoncountyar.gov/bcadminsecond.aspx?m=hdhealthservice,72756
4818,"13818 NORTH THUNDERBIRD BOULEVARD","NOT AVAILABLE",-999,"SUN CITY",USA,MARICOPA,4013,N,66685351,33.60904041,-112.2984608,622310,"EXTENDED CARE HOSPITALS (EXCEPT MENTAL, SUBSTANCE ABUSE)","ACUITY SPECIALTY HOSPITAL OF ARIZONA AT SUN CITY","NOT AVAILABLE",-999,http://www.azdhs.gov/als/databases/,"7/11/2016 0:00",4,AZ,CLOSED,"(623) 977-1325","NOT AVAILABLE","LONG TERM CARE","1/7/2015 0:00",IMAGERY/OTHER,"NOT AVAILABLE",85351
4819,"1921 WEST HOSPITAL DRIVE","NOT AVAILABLE",60,TUCSON,USA,PIMA,4019,Y,65485704,32.31859103,-111.0084693,622310,"REHABILITATION HOSPITALS (EXCEPT ALCOHOLISM, DRUG ADDICTION)","ENCOMPASS HEALTH REHABILITATION HOSPITAL OF NORTHWEST TUCSON","NOT AVAILABLE",60,http://www.azdhs.gov/als/databases/,"8/11/2019 0:00",4,AZ,OPEN,"(520) 742-2800","NOT AVAILABLE",REHABILITATION,"1/6/2015 0:00",IMAGERY/OTHER,"NOT AVAILABLE",85704
4820,"723 BURKESVILLE ROAD","CLINTON COUNTY HOSPITAL",42,ALBANY,USA,CLINTON,21053,Y,1542602,36.69818763,-85.14755493,622110,"GENERAL MEDICAL AND SURGICAL HOSPITALS","THE MEDICAL CENTER AT ALBANY",NON-PROFIT,42,https://chfs.ky.gov/agencies/os/oig/dhc/documents/directories/hospital_directory.pdf,"8/11/2019 0:00",21,KY,OPEN,"(606) 387-6421","NOT AVAILABLE","GENERAL ACUTE CARE","2/10/2014 0:00",IMAGERY,http://www.clintoncountyhospital.com,42602
4821,"202-206 MILBY STREET","NOT AVAILABLE",35,GREENSBURG,USA,GREEN,21087,Y,3842743,37.24286992,-85.49479091,622110,"GENERAL MEDICAL AND SURGICAL HOSPITALS","JANE TODD CRAWFORD MEMORIAL HOSPITAL","GOVERNMENT - LOCAL",35,https://chfs.ky.gov/agencies/os/oig/dhc/documents/directories/hospital_directory.pdf,"8/11/2019 0:00",21,KY,OPEN,"(270) 932-4211","NOT AVAILABLE","CRITICAL ACCESS","3/12/2014 0:00",IMAGERY,"NOT AVAILABLE",42743
4822,"2323 CONCRETE RD.","NOT AVAILABLE",18,CARLISLE,USA,NICHOLAS,21181,Y,6640311,38.3159032,-84.05934766,622110,"GENERAL MEDICAL AND SURGICAL HOSPITALS","NICHOLAS COUNTY HOSPITAL",NON-PROFIT,18,http://chfs.ky.gov/os/oig/directories.htm,"8/1/2012 0:00",21,KY,CLOSED,"(859) 289-7181","NOT AVAILABLE","GENERAL ACUTE CARE","2/10/2014 0:00",IMAGERY,http://www.johnsonmathers.org,40311
4823,"130 MEDICAL CIRCLE","NOT AVAILABLE",20,NASHVILLE,USA,HOWARD,5061,Y,64371852,33.94972276,-93.88054918,622110,"GENERAL MEDICAL AND SURGICAL HOSPITALS","HOWARD MEMORIAL HOSPITAL","NOT AVAILABLE",-999,http://www.healthy.arkansas.gov/programsservices/hslicensingregulation/healthfacilityservices/pages/providerlists.aspx,"8/8/2019 0:00",5,AR,OPEN,"(870) 845-4400","LEVEL IV","GENERAL ACUTE CARE","12/2/2014 0:00",IMAGERY/OTHER,"NOT AVAILABLE",71852
4824,"330 ROLAND AVE.","NEW HORIZONS MEDICAL CENTER",25,OWENTON,USA,OWEN,21187,Y,6540359,38.54239876,-84.84113943,622110,"GENERAL MEDICAL AND SURGICAL HOSPITALS","ST. ELIZABETH OWEN",NON-PROFIT,25,https://chfs.ky.gov/agencies/os/oig/dhc/documents/directories/hospital_directory.pdf,"8/11/2019 0:00",21,KY,OPEN,"(502) 484-3663","NOT AVAILABLE","CRITICAL ACCESS","2/10/2014 0:00",IMAGERY,http://www.stelizabeth.com/,40359
4825,"736 CAMBRIDGE STREET","ST. ELIZABETH'S MEDICAL CENTER",252,BOSTON,USA,SUFFOLK,25025,N,2402135,42.3487,-71.1485,622110,"GENERAL MEDICAL AND SURGICAL HOSPITALS","ST. ELIZABETH'S MEDICAL CENTER",PROPRIETARY,252,http://www.mass.gov/eohhs/gov/departments/dph/programs/hcq/healthcare-quality/,"8/16/2019 0:00",25,MA,OPEN,"(617) 789-3000","NOT AVAILABLE","GENERAL ACUTE CARE","12/13/2013 0:00",IMAGERY/OTHER,https://www.semc.org/,2135
4826,"421 N MAIN ST","NORTHAMPTON VA",-999,LEEDS,USA,HAMPSHIRE,25015,N,8301053,42.3496,-72.6824,622110,"GENERAL MEDICAL AND SURGICAL HOSPITALS","NORTHAMPTON VA MEDICAL CENTER","GOVERNMENT - FEDERAL",-999,http://www.mass.gov/eohhs/gov/departments/dph/programs/hcq/healthcare-quality/,"8/16/2019 0:00",25,MA,OPEN,"NOT AVAILABLE","NOT AVAILABLE",MILITARY,"12/16/2013 0:00",IMAGERY/OTHER,http://www.centralwesternmass.va.gov/,1053
4827,"295 VARNUM AVENUE","LOWELL GENERAL HOSPITAL",239,LOWELL,USA,MIDDLESEX,25017,Y,101854,42.6472,-71.3421,622110,"GENERAL MEDICAL AND SURGICAL HOSPITALS","LOWELL GENERAL HOSPITAL",NON-PROFIT,239,http://www.mass.gov/eohhs/gov/departments/dph/programs/hcq/healthcare-quality/,"8/16/2019 0:00",25,MA,OPEN,"(978) 937-6000","LEVEL III","GENERAL ACUTE CARE","2/10/2014 0:00",IMAGERY,http://www.lowellgeneral.org,1854
4828,"60 HODGES AVE, BOX 151","NOT AVAILABLE",45,TAUNTON,USA,BRISTOL,25005,N,13102780,41.91267154,-71.10220588,622210,"PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS","TAUNTON STATE HOSPITAL","GOVERNMENT - STATE",30,http://www.mass.gov/eohhs/gov/departments/dph/programs/hcq/healthcare-quality/,"8/16/2019 0:00",25,MA,OPEN,"(508) 977-3000","NOT AVAILABLE",PSYCHIATRIC,"8/2/2016 0:00",IMAGERY/OTHER,http://www.mass.gov/eohhs/gov/departments/dmh/,2780
4829,"365 EAST STREET","NOT AVAILABLE",675,TEWKSBURY,USA,MIDDLESEX,25017,N,13201876,42.6070742,-71.2182232,622310,"CHRONIC DISEASE HOSPITALS","TEWKSBURY HOSPITAL","GOVERNMENT - STATE",675,http://www.mass.gov/eohhs/gov/departments/dph/programs/hcq/healthcare-quality/,"8/16/2019 0:00",25,MA,OPEN,"(978) 851-7321","NOT AVAILABLE","CHRONIC DISEASE","8/2/2016 0:00",IMAGERY,http://www.mass.gov/eohhs/gov/departments/dph/programs/hospitals/tewksbury-hospital.html,1876
4830,"5 GARRETT AVENUE","CIVISTA MEDICAL CENTER",89,"LA PLATA",USA,CHARLES,24017,Y,5920646,38.52931304,-76.97232828,622110,"GENERAL MEDICAL AND SURGICAL HOSPITALS","UNIVERSITY OF MD CHARLES REGIONAL MEDICAL CENTER",NON-PROFIT,124,http://dhmh.maryland.gov/ohcq/pages/licensee-directory.aspx,"8/9/2019 0:00",24,MD,OPEN,"(301) 609-4265","NOT AVAILABLE","GENERAL ACUTE CARE","2/10/2014 0:00",IMAGERY,http://charlesregional.org/,20646
4831,"18101 PRINCE PHILIP DRIVE","NOT AVAILABLE",114,OLNEY,USA,MONTGOMERY,24031,Y,2120832,39.15403972,-77.05470269,622110,"GENERAL MEDICAL AND SURGICAL HOSPITALS","MEDSTAR MONTGOMERY MEDICAL CENTER",NON-PROFIT,114,http://dhmh.maryland.gov/ohcq/pages/licensee-directory.aspx,"8/9/2019 0:00",24,MD,OPEN,"(301) 774-8882","NOT AVAILABLE","GENERAL ACUTE CARE","2/10/2014 0:00",IMAGERY,http://www.montgomerygeneral.com,20832
4832,"7300 VAN DUSEN ROAD","NOT AVAILABLE",137,LAUREL,USA,"PRINCE GEORGE'S",24033,Y,2720707,39.08679628,-76.88120724,622110,"GENERAL MEDICAL AND SURGICAL HOSPITALS","LAUREL REGIONAL MEDICAL CENTER",NON-PROFIT,137,http://dhmh.maryland.gov/ohcq/pages/licensee-directory.aspx,"8/9/2019 0:00",24,MD,OPEN,"(301) 725-4300","NOT AVAILABLE","GENERAL ACUTE CARE","3/12/2014 0:00",IMAGERY/OTHER,http://www.laurelregionalhospital.org/,20707
4833,"8901 NEW HAMPSHIRE AVENUE","NOT AVAILABLE",47,"SILVER SPRING",USA,"PRINCE GEORGE'S",24033,N,2920903,39.00256796,-76.9800222,622110,"GENERAL MEDICAL AND SURGICAL HOSPITALS","SAINT LUKE INSTITUTE",NON-PROFIT,47,http://dhmh.maryland.gov/ohcq/pages/licensee-directory.aspx,"8/9/2019 0:00",24,MD,OPEN,"(301) 445-1046","NOT AVAILABLE",PSYCHIATRIC,"2/10/2014 0:00",IMAGERY,http://www.sli.org,20903
4834,"268 STILLWATER AVENUE","NOT AVAILABLE",100,BANGOR,USA,PENOBSCOT,23019,N,104401,44.82049618,-68.76325313,622110,"GENERAL MEDICAL AND SURGICAL HOSPITALS","NORTHERN LIGHT ACADIA HOSPITAL",NON-PROFIT,100,https://gateway.maine.gov/dhhs-apps/aspen/facility_list.asp,"8/13/2019 0:00",23,ME,OPEN,"(207) 973-6100","NOT AVAILABLE",PSYCHIATRIC,"2/10/2014 0:00",IMAGERY,http://www.acadiahospital.org,4401
4835,"3 GREEN STREET","NOT AVAILABLE",16,"FORT FAIRFIELD",USA,AROOSTOOK,23003,N,4304742,46.7733441,-67.83789747,622110,"GENERAL MEDICAL AND SURGICAL HOSPITALS","AROOSTOOK MEDICAL CENTER - COMMUNITY GENERAL DIVISION",NON-PROFIT,16,http://megis.maine.gov/catalog,"10/25/2012 0:00",23,ME,CLOSED,"(207) 768-4779","NOT AVAILABLE","GENERAL ACUTE CARE","2/10/2014 0:00",IMAGERY,http://www.tamc.org/,4742
4836,"57 WATER STREET","NOT AVAILABLE",25,"BLUE HILL",USA,HANCOCK,23009,Y,3204614,44.41148043,-68.58717505,622110,"GENERAL MEDICAL AND SURGICAL HOSPITALS","NORTHERN LIGHT BLUE HILL MEMORIAL HOSPITAL",NON-PROFIT,25,https://gateway.maine.gov/dhhs-apps/aspen/facility_list.asp,"8/13/2019 0:00",23,ME,OPEN,"(207) 374-2836","NOT AVAILABLE","CRITICAL ACCESS","2/10/2014 0:00",IMAGERY/OTHER,http://www.bhmh.org,4614
4837,"24 HOSPITAL LANE","NOT AVAILABLE",25,CALAIS,USA,WASHINGTON,23029,Y,1404619,45.17758929,-67.26801571,622110,"GENERAL MEDICAL AND SURGICAL HOSPITALS","CALAIS REGIONAL HOSPITAL",NON-PROFIT,25,https://gateway.maine.gov/dhhs-apps/aspen/facility_list.asp,"8/13/2019 0:00",23,ME,OPEN,"(207) 454-7521","NOT AVAILABLE","CRITICAL ACCESS","2/10/2014 0:00",IMAGERY,http://www.calaishospital.com,4619
4838,"364 PRITHAM AVENUE","NOT AVAILABLE",23,GREENVILLE,USA,PISCATAQUIS,23021,Y,4704441,45.45887595,-69.61133128,622110,"GENERAL MEDICAL AND SURGICAL HOSPITALS","CHARLES A DEAN MEMORIAL HOSPITAL",NON-PROFIT,25,https://gateway.maine.gov/dhhs-apps/aspen/facility_list.asp,"8/13/2019 0:00",23,ME,OPEN,"(207) 695-5200","NOT AVAILABLE","CRITICAL ACCESS","2/10/2014 0:00",IMAGERY,http://www.cadean.org,4441
4839,"40 PARK ROAD","NOT AVAILABLE",30,WESTBROOK,USA,CUMBERLAND,23005,N,3504092,43.68788545,-70.3569291,622110,"GENERAL MEDICAL AND SURGICAL HOSPITALS","MERCY WESTBROOK",NON-PROFIT,30,http://megis.maine.gov/catalog,"10/25/2012 0:00",23,ME,CLOSED,"(207) 857-8000","NOT AVAILABLE","GENERAL ACUTE CARE","2/10/2014 0:00",IMAGERY/OTHER,http://www.mercyhospitalstories.org/cms/,4092
4840,"170 N CASEVILLE RD","NOT AVAILABLE",25,PIGEON,USA,HURON,26063,N,1848755,43.83418808,-83.27819001,622110,"GENERAL MEDICAL AND SURGICAL HOSPITALS","SCHEURER HOSPITAL",NON-PROFIT,25,https://w2.lara.state.mi.us/val/license/search,"8/9/2019 0:00",26,MI,OPEN,"NOT AVAILABLE","NOT AVAILABLE","CRITICAL ACCESS","2/10/2014 0:00",IMAGERY,http://www.scheurer.org,48755
4841,"210 S FIRST ST","NOT AVAILABLE",15,"HARBOR BEACH",USA,HURON,26063,N,2048441,43.84266263,-82.65211568,622110,"GENERAL MEDICAL AND SURGICAL HOSPITALS","HARBOR BEACH COMMUNITY HOSPITAL",NON-PROFIT,15,https://w2.lara.state.mi.us/val/license/search,"8/9/2019 0:00",26,MI,OPEN,"NOT AVAILABLE","NOT AVAILABLE","CRITICAL ACCESS","2/10/2014 0:00",IMAGERY,http://www.hbch.org,48441
4842,"805 S OAKLAND","CLINTON MEMORIAL HOSPITAL",25,"SAINT JOHNS",USA,CLINTON,26037,Y,1048879,42.9931309,-84.55513586,622110,"GENERAL MEDICAL AND SURGICAL HOSPITALS","SPARROW CLINTON HOSPITAL",NON-PROFIT,25,https://w2.lara.state.mi.us/val/license/search,"8/9/2019 0:00",26,MI,OPEN,"NOT AVAILABLE","NOT AVAILABLE","CRITICAL ACCESS","2/10/2014 0:00",IMAGERY,http://www.sparrow.org/sparrowclinton,48879
4843,"224 PARK AVENUE","NOT AVAILABLE",8,FRANKFORT,USA,BENZIE,26019,N,2649635,44.63678167,-86.24300107,622110,"GENERAL MEDICAL AND SURGICAL HOSPITALS","PAUL OLIVER MEMORIAL HOSPITAL",NON-PROFIT,8,https://w2.lara.state.mi.us/val/license/search,"8/9/2019 0:00",26,MI,OPEN,"NOT AVAILABLE","NOT AVAILABLE","CRITICAL ACCESS","2/10/2014 0:00",IMAGERY,http://www.munsonhealthcare.org,49635
4844,"406 EAST ELM ST","CARSON CITY HOSPITAL",61,"CARSON CITY",USA,MONTCALM,26117,Y,8348811,43.17558538,-84.84241818,622110,"GENERAL MEDICAL AND SURGICAL HOSPITALS","SPARROW CARSON HOSPITAL",NON-PROFIT,61,https://w2.lara.state.mi.us/val/license/search,"8/9/2019 0:00",26,MI,OPEN,"NOT AVAILABLE","NOT AVAILABLE","GENERAL ACUTE CARE","2/10/2014 0:00",IMAGERY/OTHER,http://www.sparrow.org/?sid=19&id=2044,48811
4845,"212 S SULLIVAN ST","NOT AVAILABLE",25,FREMONT,USA,NEWAYGO,26123,N,9349412,43.46480986,-85.95036313,622110,"GENERAL MEDICAL AND SURGICAL HOSPITALS","SPECTRUM HEALTH GERBER MEMORIAL",NON-PROFIT,25,https://w2.lara.state.mi.us/val/license/search,"8/9/2019 0:00",26,MI,OPEN,"NOT AVAILABLE","NOT AVAILABLE","GENERAL ACUTE CARE","2/10/2014 0:00",IMAGERY,http://www.spectrumhealth.org,49412
4846,"605 OAK STREET","NOT AVAILABLE",69,"BIG RAPIDS",USA,MECOSTA,26107,Y,8049307,43.69388471,-85.47492753,622110,"GENERAL MEDICAL AND SURGICAL HOSPITALS","SPECTRUM HEALTH BIG RAPIDS HOSPITAL",NON-PROFIT,69,https://w2.lara.state.mi.us/val/license/search,"8/9/2019 0:00",26,MI,OPEN,"NOT AVAILABLE","NOT AVAILABLE","GENERAL ACUTE CARE","3/12/2014 0:00",IMAGERY,http://www.mcmcbr.com,49307
4847,"300 N PATTERSON, PO BOX 75","NOT AVAILABLE",25,"REED CITY",USA,OSCEOLA,26133,Y,12049677,43.87846173,-85.52129206,622110,"GENERAL MEDICAL AND SURGICAL HOSPITALS","SPECTRUM HEALTH REED CITY CAMPUS",NON-PROFIT,25,https://w2.lara.state.mi.us/val/license/search,"8/9/2019 0:00",26,MI,OPEN,"NOT AVAILABLE","NOT AVAILABLE","CRITICAL ACCESS","2/10/2014 0:00",IMAGERY/OTHER,http://www.reedcity.spectrum-health.org,49677
4848,"703 N MCEWAN ST","NOT AVAILABLE",49,CLARE,USA,CLARE,26035,N,3848617,43.82096498,-84.76904746,622110,"GENERAL MEDICAL AND SURGICAL HOSPITALS","MIDMICHIGAN MEDICAL CENTER-CLARE",NON-PROFIT,49,https://w2.lara.state.mi.us/val/license/search,"8/9/2019 0:00",26,MI,OPEN,"NOT AVAILABLE","NOT AVAILABLE","GENERAL ACUTE CARE","2/10/2014 0:00",IMAGERY,http://www.midmichigan.org,48617
4849,"701 S HEALTH PARKWAY","NOT AVAILABLE",60,"THREE RIVERS",USA,"ST. JOSEPH",26149,Y,13049093,41.93540767,-85.64792561,622110,"GENERAL MEDICAL AND SURGICAL HOSPITALS","THREE RIVERS HEALTH","GOVERNMENT - DISTRICT/AUTHORITY",60,https://w2.lara.state.mi.us/val/license/search,"8/9/2019 0:00",26,MI,OPEN,"NOT AVAILABLE","NOT AVAILABLE","GENERAL ACUTE CARE","1/30/2014 0:00",IMAGERY,http://www.threerivershealth.org,49093
4850,"700 COOPER","NOT AVAILABLE",290,SAGINAW,USA,SAGINAW,26145,Y,12448602,43.42978585,-83.95300198,622110,"GENERAL MEDICAL AND SURGICAL HOSPITALS","COVENANT MEDICAL CENTER, COOPER",NON-PROFIT,290,https://w2.lara.state.mi.us/val/license/search,"8/9/2019 0:00",26,MI,OPEN,"NOT AVAILABLE","NOT AVAILABLE","GENERAL ACUTE CARE","2/10/2014 0:00",IMAGERY,http://www.covenanthealthcare.com/main/home.aspx,48602
4851,"515 N. MICHIGAN AVE.","NOT AVAILABLE",56,SAGINAW,USA,SAGINAW,26145,N,12548602,43.4208002,-83.96029184,622110,"GENERAL MEDICAL AND SURGICAL HOSPITALS","COVENANT MEDICAL CENTER, MICHIGAN",NON-PROFIT,56,https://w2.lara.state.mi.us/val/license/search,"8/9/2019 0:00",26,MI,OPEN,"NOT AVAILABLE","NOT AVAILABLE","GENERAL ACUTE CARE","2/10/2014 0:00",IMAGERY,http://www.covenanthealthcare.com/main/home.aspx,48602
4852,"3980 JOHN R","NOT AVAILABLE",114,DETROIT,USA,WAYNE,26163,N,16048201,42.35113692,-83.05585797,622110,"GENERAL MEDICAL AND SURGICAL HOSPITALS","HUTZEL WOMEN'S HOSPITAL",PROPRIETARY,114,https://w2.lara.state.mi.us/val/license/search,"8/9/2019 0:00",26,MI,OPEN,"NOT AVAILABLE","NOT AVAILABLE","GENERAL ACUTE CARE","1/27/2014 0:00",IMAGERY/OTHER,http://www.harperhospital.org,48201
4853,"500 OSBORN BLVD","NOT AVAILABLE",82,"SAULT SAINTE MARIE",USA,CHIPPEWA,26033,N,3649783,46.49808087,-84.35055118,622110,"GENERAL MEDICAL AND SURGICAL HOSPITALS","CHIPPEWA COUNTY WAR MEMORIAL HOSPITAL",NON-PROFIT,82,https://w2.lara.state.mi.us/val/license/search,"8/9/2019 0:00",26,MI,OPEN,"NOT AVAILABLE","NOT AVAILABLE","GENERAL ACUTE CARE","2/10/2014 0:00",IMAGERY,http://www.warmemorialhospital.org,49783
