fid,address,beds,city,country,county,id,latitude,longitude,name,population,sourcedate,state,status,telephone,type,website,zip,,,,,,,,
5084,100 SE 59TH STREET,12,OKLAHOMA CITY,USA,OKLAHOMA,9173129,35.40567403,-97.50933012,SURGICAL HOSPITAL OF OKLAHOMA,12,8/10/2019 0:00,OK,OPEN,(405) 634-9300,GENERAL ACUTE CARE,http://www.sh-ok.com/,73129,,,,,,,,
5085,6501 NE 50TH STREET,116,OKLAHOMA CITY,USA,OKLAHOMA,13573141,35.52293278,-97.41193749,CEDAR RIDGE,116,8/10/2019 0:00,OK,OPEN,(405) 605-6111,PSYCHIATRIC,http://www.cedarridgebhs.com,73141,,,,,,,,
5086,1800 E LAKE SHORE DR,244,DECATUR,USA,MACON,8162521,39.82745295,-88.93168263,ST MARYS HOSPITAL,-999,9/19/2019 0:00,IL,OPEN,(217) 464-7000,GENERAL ACUTE CARE,https://www.stmarysdecatur.com/,62521,,,,,,,,
5087,400 CALDWELL,25,STAUNTON,USA,MACOUPIN,14062088,39.01528071,-89.78938694,COMMUNITY MEMORIAL HOSPITAL,25,9/19/2019 0:00,IL,OPEN,(618) 635-2200,CRITICAL ACCESS,http://www.stauntonhospital.org,62088,,,,,,,,
5088,ONE MEMORIAL DRIVE,253,ALTON,USA,MADISON,262002,38.89958432,-90.15914964,ALTON MEMORIAL HOSPITAL,253,9/19/2019 0:00,IL,OPEN,(618) 463-7300,GENERAL ACUTE CARE,http://www.altonmemorialhospital.org,62002,,,,,,,,
5089,ST ANTHONY'S WAY,199,ALTON,USA,MADISON,2662002,38.90799588,-90.17329338,OSF SAINT ANTHONY'S HEALTH CENTER,199,9/19/2019 0:00,IL,OPEN,(618) 465-2571,GENERAL ACUTE CARE,http://www.sahc.org,62002,,,,,,,,
5090,219 S WASHINGTON ST,132,EASTON,USA,TALBOT,3321601,38.76965106,-76.07685606,UNIVERSITY OF MD SHORE MEDICAL CENTER AT EASTON,132,8/9/2019 0:00,MD,OPEN,(410) 822-1000,GENERAL ACUTE CARE,http://www.shorehealth.org/services/mhe/,21601,,,,,,,,
5091,240 SOUTH MAIN STREET,25,WOLFEBORO,USA,CARROLL,1603894,43.58173942,-71.2003641,HUGGINS HOSPITAL,25,8/9/2019 0:00,NH,OPEN,(603) 569-7500,GENERAL ACUTE CARE,http://www.hugginshospital.org,3894,,,,,,,,
5092,4050 WEST MEMORIAL ROAD,98,OKLAHOMA CITY,USA,OKLAHOMA,5873120,35.60796726,-97.59705363,OKLAHOMA HEART HOSPITAL,99,8/10/2019 0:00,OK,OPEN,(405) 608-3300,SPECIAL,http://www.okheart.com,73120,,,,,,,,
5093,6800 NW 39TH EXPRESSWAY,160,BETHANY,USA,OKLAHOMA,9573008,35.51043963,-97.6333639,THE CHILDREN'S CENTER,120,8/10/2019 0:00,OK,OPEN,(405) 789-6711,CHILDREN,http://www.thechildrens-center.org,73008,,,,,,,,
5094,16 HOSPITAL ROAD,25,PLYMOUTH,USA,GRAFTON,403264,43.75773763,-71.69518793,SPEARE MEMORIAL HOSPITAL,25,8/9/2019 0:00,NH,OPEN,(603) 536-1120,GENERAL ACUTE CARE,http://www.spearehospital.com,3264,,,,,,,,
5095,520 WEST GUM STREET,48,MARION,USA,CRITTENDEN,1642064,37.32921123,-88.09257544,CRITTENDEN COUNTY HOSPITAL,48,8/11/2019 0:00,KY,OPEN,(270) 965-5281,GENERAL ACUTE CARE,http://www.crittenden-health.org,42064,,,,,,,,
5096,200 MEMORIAL AVE,189,WESTMINSTER,USA,CARROLL,5621157,39.55814603,-76.99072013,CARROLL HOSPITAL CENTER,189,8/9/2019 0:00,MD,OPEN,(410) 871-6900,GENERAL ACUTE CARE,http://www.carrollhospitalcenter.org,21157,,,,,,,,
5097,1612 DAWKINS ROAD,97,LAGRANGE,USA,OLDHAM,4240031,38.41207679,-85.42212673,KENTUCKY CORRECTIONAL PSYCHIATRIC CENTER,97,8/11/2019 0:00,KY,OPEN,(502) 222-7161,PSYCHIATRIC,http://kentucky.gov/pages/home.aspx,40031,,,,,,,,
5098,100 VALLEY DRIVE,64,PAULS VALLEY,USA,GARVIN,7173075,34.71940441,-97.21478864,PAULS VALLEY GENERAL HOSPITAL,64,8/10/2019 0:00,OK,OPEN,(405) 238-5501,GENERAL ACUTE CARE,http://www.pvgh.net,73075,,,,,,,,
5099,1500 NORTH GREEN AVENUE,39,PURCELL,USA,MCCLAIN,7473080,35.02860056,-97.3646217,PURCELL MUNICIPAL HOSPITAL,39,8/10/2019 0:00,OK,OPEN,(405) 527-6524,GENERAL ACUTE CARE,http://www.purcellhospital.com,73080,,,,,,,,
5100,300 WANDA STREET,25,MARIETTA,USA,LOVE,11573448,33.94304119,-97.13090878,MERCY HEALTH -LOVE COUNTY,25,8/10/2019 0:00,OK,OPEN,(580) 276-3347,CRITICAL ACCESS,http://www.mercyhealthlovecounty.com,73448,,,,,,,,
5101,300 BRYN STREET,46,CAMBRIDGE,USA,DORCHESTER,6621613,38.57170558,-76.0674582,UNIVERSITY OF MD SHORE MEDICAL CTR AT DORCHESTER,38,8/9/2019 0:00,MD,OPEN,(410) 228-5511,GENERAL ACUTE CARE,https://em.umaryland.edu/page/hospitals/dorchester_general,21613,,,,,,,,
5102,200 SOUTH ACADEMY ROAD,25,GUTHRIE,USA,LOGAN,11673044,35.87633071,-97.46202636,MERCY HOSPITAL LOGAN COUNTY,25,8/10/2019 0:00,OK,OPEN,(405) 282-6700,CRITICAL ACCESS,https://www.mercy.net/practice/mercy-hospital-logan-county,73044,,,,,,,,
5103,1322 KLABZUBA AVENUE,25,PRAGUE,USA,LINCOLN,12574864,35.49014466,-96.68431257,PRAGUE COMMUNITY HOSPITAL,25,8/10/2019 0:00,OK,OPEN,(405) 567-4922,CRITICAL ACCESS,http://www.praguehospital.com,74864,,,,,,,,
5104,2308 HIGHWAY 66 WEST STROUD,25,STROUD,USA,LINCOLN,13474079,35.74848483,-96.68334576,STROUD REGIONAL MEDICAL CENTER,25,8/10/2019 0:00,OK,OPEN,(918) 968-3571,CRITICAL ACCESS,stroudhospital.com/,74079,,,,,,,,
5105,26 WEST 171 ROOSEVELT ROAD,128,WHEATON,USA,DUPAGE,1460187,41.85251702,-88.13760059,MARIANJOY REHABILITATION CENTER,128,9/19/2019 0:00,IL,OPEN,(630) 462-4000,REHABILITATION,http://www.marianjoy.org,60187,,,,,,,,
5106,HIGHWAY 70 AND 81,18,WAURIKA,USA,JEFFERSON,11973573,34.15731246,-97.97951529,JEFFERSON COUNTY HOSPITAL,25,8/10/2019 0:00,OK,OPEN,(580) 228-2344,CRITICAL ACCESS,http://www.jeffersoncountyhospital.net,73573,,,,,,,,
5107,100 MCDOUGAL DRIVE,25,HOLDENVILLE,USA,HUGHES,11174848,35.08905917,-96.37859604,HOLDENVILLE GENERAL HOSPITAL,25,8/10/2019 0:00,OK,OPEN,(405) 379-4200,CRITICAL ACCESS,http://www.holdenvillegeneral.org,74848,,,,,,,,
5108,9733 HEALTHWAY DRIVE,45,BERLIN,USA,WORCESTER,4421811,38.33952516,-75.21133309,ATLANTIC GENERAL HOSPITAL,45,8/9/2019 0:00,MD,OPEN,(410) 641-9600,GENERAL ACUTE CARE,http://www.atlanticgeneral.org,21811,,,,,,,,
5109,400 EAST CHESTNUT STREET,25,HOLLIS,USA,HARMON,3173550,34.69220952,-99.91428905,HARMON MEMORIAL HOSPITAL,25,8/10/2019 0:00,OK,OPEN,(580) 688-3363,GENERAL ACUTE CARE,http://harmonhospital.com/,73550,,,,,,,,
5110,133 FAIRFIELD ST,70,ST. ALBANS,USA,FRANKLIN,1005478,44.80773962,-73.07251309,NORTHWESTERN MEDICAL CENTER,70,8/9/2019 0:00,VT,OPEN,(802) 524-5911,GENERAL ACUTE CARE,http://www.northwesternmedicalcenter.org/,5478,,,,,,,,
5111,100 CALLEN BLVD,50,MONCKS CORNER,USA,BERKELEY,183729461,33.068898,-80.095302,ROPER ST FRANCIS BERKELEY HOSPITAL,-999,3/17/2020 0:00,SC,OPEN,(854) 529-3002,GENERAL ACUTE CARE,https://www.rsfh.com/berkeley-hospital/,29461,,,,,,,,
5112,13535 NEMOURS PKWY,100,ORLANDO,USA,ORANGE,82232827,28.37679959,-81.27363896,NEMOURS CHILDREN'S HOSPITAL,100,8/15/2019 0:00,FL,OPEN,(407) 567-4000,GENERAL ACUTE CARE,http://www.nemours.org/about/location/nchorlando.html,32827,,,,,,,,
5113,1401 ST JOSEPH PARKWAY,744,HOUSTON,USA,HARRIS,25377002,29.74811613,-95.36614814,ST. JOSEPH MEDICAL CENTER,744,9/3/2019 0:00,TX,OPEN,(713) 756-5007,GENERAL ACUTE CARE,http://www.sjmctx.com,77002,,,,,,,,
5114,710 FM 1960 WEST,430,HOUSTON,USA,HARRIS,25777090,30.0204405,-95.44271418,HCA HOUSTON HEALTHCARE NORTHWEST MEDICAL CENTER,430,9/3/2019 0:00,TX,OPEN,(281) 440-1000,GENERAL ACUTE CARE,http://www.hnmc.com,77090,,,,,,,,
5115,1635 NORTH LOOP WEST,260,HOUSTON,USA,HARRIS,26277008,29.81073566,-95.43033555,MEMORIAL HERMANN GREATER HEIGHTS HOSPITAL,260,9/3/2019 0:00,TX,OPEN,(713) 867-2000,GENERAL ACUTE CARE,http://www.memorialhermann.org/locations/northwest/,77008,,,,,,,,
5116,1000 SOUTH BYRD STREET,25,TISHOMINGO,USA,JOHNSTON,12073460,34.22256466,-96.67478091,MERCY HOSPITAL TISHOMINGO,25,8/10/2019 0:00,OK,OPEN,(580) 371-2327,CRITICAL ACCESS,http://www.mercy.net/,73460,,,,,,,,
5117,WARM SPRINGS CAMPUS,174,WARM SPRINGS,USA,DEER LODGE,6259756,46.18081803,-112.7908673,MONTANA STATE HOSPITAL,174,8/9/2019 0:00,MT,OPEN,(406) 693-7000,PSYCHIATRIC,http://www.msh.mt.gov,59756,,,,,,,,
5118,12850 METCALF AVENUE,4,OVERLAND PARK,USA,JOHNSON,10466213,38.89628614,-94.66912856,PINNACLE REGIONAL HOSPITAL INC,4,8/16/2019 0:00,KS,OPEN,(913) 220-2866,GENERAL ACUTE CARE,http://www.bluevalleyhospital.com/,66213,,,,,,,,
5119,100 MEDICAL DRIVE,175,LAKE JACKSON,USA,BRAZORIA,33077566,29.02950068,-95.45274482,CHI ST LUKES HEALTH - BRAZOSPORT,175,9/3/2019 0:00,TX,OPEN,(979) 297-4411,GENERAL ACUTE CARE,http://www.brhstx.org,77566,,,,,,,,
5120,10700 MCPHERSON ROAD,180,LAREDO,USA,WEBB,33378045,27.60691448,-99.47847561,DOCTORS HOSPITAL OF LAREDO,180,9/3/2019 0:00,TX,OPEN,(956) 523-2000,GENERAL ACUTE CARE,http://www.doctorshosplaredo.com,78045,,,,,,,,
5121,1717 U.S. 59 LOOP NORTH,66,LIVINGSTON,USA,POLK,34677351,30.73087171,-94.93939248,CHI ST LUKES HEALTH - MEMORIAL LIVINGSTON,66,9/3/2019 0:00,TX,OPEN,(936) 329-8700,GENERAL ACUTE CARE,http://www.memorialhealth.us/centers/livingston,77351,,,,,,,,
5122,714 LINCOLN ST NE,25,LE MARS,USA,PLYMOUTH,94051031,42.796237,-96.15562532,FLOYD VALLEY HOSPITAL,25,8/9/2019 0:00,IA,OPEN,(712) 546-7871,CRITICAL ACCESS,http://www.floydvalleyhospital.org,51031,,,,,,,,
5123,5101 NORTH JACKSON ROAD,32,MCALLEN,USA,HIDALGO,37378504,26.24610104,-98.1985359,LIFECARE HOSPITALS OF SOUTH TEXAS - MCALLEN NORTH,32,1/9/2017 0:00,TX,CLOSED,(956) 926-7000,GENERAL ACUTE CARE,http://www.lifecare-hospitals.com/hospital/southtexas,78504,,,,,,,,
5124,4500 MEDICAL CENTER DRIVE,157,MCKINNEY,USA,COLLIN,37475069,33.15972664,-96.63669338,MEDICAL CITY MCKINNEY,157,9/3/2019 0:00,TX,OPEN,(972) 547-8001,GENERAL ACUTE CARE,http://www.medicalcenterofmckinney.com,75069,,,,,,,,
5125,4401 BOOTH CALLOWAY ROAD,176,NORTH RICHLAND HILLS,USA,TARRANT,40276180,32.82908072,-97.21350556,MEDICAL CITY NORTH HILLS,176,9/3/2019 0:00,TX,OPEN,(817) 255-1000,GENERAL ACUTE CARE,http://northhillshospital.com/,76180,,,,,,,,
5126,"500 JOHN DEERE ROAD, 7TH STREET CAMPUS",-999,MOLINE,USA,ROCK ISLAND,100361265,41.4683074,-90.53097969,TRINITY MEDICAL CENTER - 7TH STREET CAMPUS - DBA TRINITY MOLINE,-999,9/19/2019 0:00,IL,OPEN,(309) 779-5000,GENERAL ACUTE CARE,NOT AVAILABLE,61265,,,,,,,,
5127,17500 WEST GRAND PARKWAY SOUTH,147,SUGAR LAND,USA,FORT BEND,50277479,29.5644022,-95.69037269,MEMORIAL HERMANN SUGAR LAND,147,9/3/2019 0:00,TX,OPEN,(281) 725-5202,GENERAL ACUTE CARE,http://www.memorialhermann.org,77479,,,,,,,,
5128,920 HILLCREST DRIVE,47,VERNON,USA,WILBARGER,54576384,34.15861525,-99.31516051,WILBARGER GENERAL HOSPITAL,47,9/3/2019 0:00,TX,OPEN,(940) 552-9351,GENERAL ACUTE CARE,http://www.wghospital.com,76384,,,,,,,,
5129,500 MEDICAL CENTER BOULEVARD,531,WEBSTER,USA,HARRIS,55577598,29.54130675,-95.12781514,HCA HOUSTON HEALTHCARE CLEAR LAKE,531,9/3/2019 0:00,TX,OPEN,(281) 332-2511,GENERAL ACUTE CARE,http://www.clearlakermc.com,77598,,,,,,,,
5130,8200 WALNUT HILL LANE,888,DALLAS,USA,DALLAS,58175231,32.88113418,-96.76243766,TEXAS HEALTH PRESBYTERIAN HOSPITAL DALLAS,888,9/3/2019 0:00,TX,OPEN,(214) 345-6789,GENERAL ACUTE CARE,http://www.texashealth.org,75231,,,,,,,,
5131,2001 SOUTH M STREET,62,MCALLEN,USA,HIDALGO,59478503,26.18198646,-98.20849156,LIFECARE HOSPITALS OF SOUTH TEXAS - MCALLEN SOUTH,62,1/9/2017 0:00,TX,CLOSED,(956) 688-4300,GENERAL ACUTE CARE,http://www.lifecare-hospitals.com/hospital/southtexas,78503,,,,,,,,
5132,9201 PINECROFT,5,THE WOODLANDS,USA,MONTGOMERY,133877380,30.17493529,-95.45717139,APOLLO HOSPITAL,5,1/9/2017 0:00,TX,CLOSED,(855) 353-2201,GENERAL ACUTE CARE,http://apollohospitaltexas.com/,77380,,,,,,,,
5133,1001 YALE BLVD NE,35,ALBUQUERQUE,USA,BERNALILLO,110987106,35.09271048,-106.6215342,UNM CHILDREN'S PSYCHIATRIC CENTER,35,8/9/2019 0:00,NM,OPEN,(505) 272-2890,CHILDREN,http://hospitals.unm.edu/cpc/,87106,,,,,,,,
5134,12412 JUDSON RD,179,LIVE OAK,USA,BEXAR,42,29.55246452,-98.34826131,NORTHEAST METHODIST HOSPITAL,179,9/3/2019 0:00,TX,OPEN,(210) 757-7000,GENERAL ACUTE CARE,http://sahealth.com/locations/northeast-methodist-hospital/,78233,,,,,,,,
5135,3333 RESEARCH PLZ,110,SAN ANTONIO,USA,BEXAR,43,29.34478851,-98.43848672,MISSION TRAIL BAPTIST HOSPITAL-ER,110,9/3/2019 0:00,TX,OPEN,(210) 297-3600,GENERAL ACUTE CARE,http://www.baptisthealthsystem.com/baptist-locations/mission-trail-baptist-hospital,78235,,,,,,,,
5136,720 NORTHEAST HOSPITAL DRIVE,34,ANDREWS,USA,ANDREWS,6379714,32.33804336,-102.54599,PERMIAN REGIONAL MEDICAL CENTER,34,9/3/2019 0:00,TX,OPEN,(432) 464-2103,GENERAL ACUTE CARE,http://www.permianregional.com,79714,,,,,,,,
5137,700 MEDICAL PARKWAY,60,BRENHAM,USA,WASHINGTON,7677833,30.14567251,-96.39932133,BAYLOR SCOTT & WHITE HOSPITAL - BRENHAM,60,9/3/2019 0:00,TX,OPEN,(979) 337-5000,GENERAL ACUTE CARE,http://www.swbrenham.org,77833,,,,,,,,
5138,6 NORTH COVINGTON AVENUE,20,COALGATE,USA,COAL,131074538,34.53934684,-96.2237315,MARY HURLEY HOSPITAL,20,8/10/2019 0:00,OK,OPEN,(580) 927-2327,GENERAL ACUTE CARE,http://www.ccghospital.com/hospital/,74538,,,,,,,,
5139,2825 E BARNETT ROAD,378,MEDFORD,USA,JACKSON,132697504,42.318067,-122.830801,ASANTE ROGUE REGIONAL MEDICAL CENTER,378,8/10/2019 0:00,OR,OPEN,NOT AVAILABLE,GENERAL ACUTE CARE,http://www.asante.org/,97504,,,,,,,,
5140,11990 NORTH CENTRAL EXPRESSWAY,84,DALLAS,USA,DALLAS,15075243,32.91375287,-96.76689953,FOREST PARK MEDICAL CENTER,84,1/9/2017 0:00,TX,CLOSED,(972) 234-1900,GENERAL ACUTE CARE,http://www.forestparkmc.com/,75243,,,,,,,,
5141,2875 NW STUCKI AVE,-999,HILLSBORO,USA,WASHINGTON,133397124,45.53925427,-122.8770018,KAISER FOUNDATION HOSPITAL - WESTSIDE,-999,8/10/2019 0:00,OR,OPEN,NOT AVAILABLE,GENERAL ACUTE CARE,https://healthy.kaiserpermanente.org,97124,,,,,,,,
5142,101 MEDICAL DRIVE,115,VICTORIA,USA,VICTORIA,81977904,28.85434036,-97.01968631,DETAR NORTH,115,9/3/2019 0:00,TX,OPEN,(361) 573-6100,GENERAL ACUTE CARE,http://www.detar.com/detar-healthcare-system/home.aspx,77904,,,,,,,,
5143,609 MEDICAL CENTER DR,99,DECATUR,USA,WISE,15576234,33.21710703,-97.5937157,WISE REGIONAL HEALTH SYSTEM,99,9/3/2019 0:00,TX,OPEN,(940) 627-5921,GENERAL ACUTE CARE,http://www.wiseregional.com,76234,,,,,,,,
5144,950 PARK EAST BLVD,40,LAFAYETTE,USA,TIPPECANOE,156747905,40.40463095,-86.83003269,LAFAYETTE REGIONAL REHABILITATION HOSPITAL,40,8/16/2019 0:00,IN,OPEN,(765) 447-4040,REHABILITATION,NOT AVAILABLE,47905,,,,,,,,
5145,10655 STEEPLETOP DRIVE,180,HOUSTON,USA,HARRIS,27477065,29.92712973,-95.58969896,CYPRESS FAIRBANKS MEDICAL CENTER,180,9/3/2019 0:00,TX,OPEN,(281) 949-3689,GENERAL ACUTE CARE,http://www.cyfairhospital.com,77065,,,,,,,,
5146,2230 LILIHA ST,240,HONOLULU,USA,HONOLULU,396817,21.32867361,-157.8521328,HAWAII MEDICAL CENTER EAST,240,3/1/2013 0:00,HI,CLOSED,(808) 547-6011,GENERAL ACUTE CARE,http://www.hawaiimedcen.com/hmc/eastcampus.html,96817,,,,,,,,
5147,1501 SAN PEDRO SE,-999,ALBUQUERQUE,USA,BERNALILLO,9687108,35.05516799,-106.5817674,RAYMOND G. MURPHY VA MEDICAL CENTER,-999,9/26/2019 0:00,NM,OPEN,NOT AVAILABLE,GENERAL ACUTE CARE,http://www.albuquerque.va.gov/,87108,,,,,,,,
5148,420 N JAMES RD,-999,COLUMBUS,USA,FRANKLIN,11443219,39.9808247,-82.90958494,CHALMERS P. WYLIE VA AMBULATORY CARE CENTER,-999,9/26/2019 0:00,OH,OPEN,(614) 257-5200,MILITARY,http://www.columbus.va.gov/,43219,,,,,,,,
5149,151 KNOLLCROFT RD,251,LYONS,USA,SOMERSET,9407939,40.66859853,-74.5575506,VA MEDICAL CENTER - LYONS CAMPUS,-999,9/26/2019 0:00,NJ,OPEN,(908) 647-0180,GENERAL ACUTE CARE,http://www.newjersey.va.gov/,7939,,,,,,,,
5150,1400 VFW PKY,448,WEST ROXBURY,USA,SUFFOLK,6802132,42.2746273,-71.17169802,VA MEDICAL CENTER - WEST ROXBURY DIVISION,-999,9/26/2019 0:00,MA,OPEN,NOT AVAILABLE,MILITARY,http://www.boston.va.gov/,2132,,,,,,,,
5151,1500 WEISS ST,8,SAGINAW,USA,SAGINAW,7148602,43.44479571,-83.96202358,ALEDA E. LUTZ VA MEDICAL CENTER,-999,9/26/2019 0:00,MI,OPEN,(989) 497-2500,MILITARY,http://www.saginaw.va.gov/,48602,,,,,,,,
5152,425 7TH ST NW,5,CASS LAKE,USA,CASS,156633,47.38446543,-94.60854792,CASS LAKE HOSPITAL,-999,9/27/2019 0:00,MN,OPEN,(218) 335-3200,CRITICAL ACCESS,https://www.ihs.gov/bemidji/healthcarefacilities/casslake/,56633,,,,,,,,
5153,1500 E WOODROW WILSON DR,210,JACKSON,USA,HINDS,7939216,32.32789016,-90.16732631,G.V. (SONNY) MONTGOMERY VA MEDICAL CENTER,-999,9/26/2019 0:00,MS,OPEN,(601) 362-4471,MILITARY,http://www.jackson.va.gov/,39216,,,,,,,,
5154,113 COMANCHE RD,-999,FORT MEADE,USA,MEADE,13957741,44.41267726,-103.4718151,VA MEDICAL CENTER - FORT MEADE CAMPUS,-999,9/26/2019 0:00,SD,OPEN,NOT AVAILABLE,MILITARY,http://www.blackhills.va.gov/,57741,,,,,,,,
5155,163 VETERANS DR,-999,WHITE RIVER JUNCTION,USA,WINDSOR,15105009,43.64849322,-72.34253657,VA MEDICAL CENTER - WHITE RIVER JUNCTION,-999,9/26/2019 0:00,VT,OPEN,NOT AVAILABLE,MILITARY,http://www.whiteriver.va.gov/,5009,,,,,,,,
5156,201 WEST CENTER ST,794,ROCHESTER,USA,OLMSTED,59,44.02395962,-92.46583322,MAYO CLINIC HOSPITAL METHODIST CAMPUS,794,8/9/2019 0:00,MN,OPEN,(507) 266-7890,GENERAL ACUTE CARE,http://www.mayoclinic.org/patient-visitor-guide/minnesota/clinic-hospital-buildings/mayo-clinic-hospital-methodist-campus,55902,,,,,,,,
5157,901 9TH ST N,83,VIRGINIA,USA,ST. LOUIS,57,47.53186339,-92.5485476,ESSENTIA HEALTH VIRGINIA,83,8/9/2019 0:00,MN,OPEN,(218) 741-3340,GENERAL ACUTE CARE,http://www.essentiahealth.org/essentiahealth-virginia/find-a-clinic/essentia-healthvirginia-211.aspx,55792,,,,,,,,
5158,325 NEW CASTLE RD,56,BUTLER,USA,BUTLER,12016001,40.87343949,-79.94413084,VA BUTLER HEALTHCARE,-999,9/26/2019 0:00,PA,OPEN,(800) 362-8262,MILITARY,http://www.butler.va.gov/,16001,,,,,,,,
5159,1401 W CENTRAL PARK AVE,502,DAVENPORT,USA,SCOTT,66,41.54367413,-90.59376514,GENESIS MEDICAL CENTER WEST-DAVENPORT,502,8/9/2019 0:00,IA,OPEN,(563) 421-1000,GENERAL ACUTE CARE,http://www.genesishealth.com/,52804,,,,,,,,
5160,10 CASIA ST,209,SAN JUAN,PRI,SAN JUAN,13700921,18.39039414,-66.07933548,VA CARIBBEAN HEALTHCARE SYSTEM,-999,9/26/2019 0:00,PR,OPEN,(787) 641-7582,GENERAL ACUTE CARE,http://www.caribbean.va.gov/,921,,,,,,,,
5161,1 S BRYANT AVE,54,EDMOND,USA,OKLAHOMA,78,35.65465832,-97.4615103,OU MEDICAL CENTER EDMOND-ER,-999,8/10/2019 0:00,OK,OPEN,(405) 359-5561,GENERAL ACUTE CARE,http://www.oumedicine.com/edmond,73034,,,,,,,,
5162,4800 HOSPITAL PKWY,25,BEATRICE,USA,GAGE,63,40.31614637,-96.74972061,BEATRICE COMMUNITY HOSPITAL,25,8/9/2019 0:00,NE,OPEN,(402) 228-3344,CRITICAL ACCESS,http://www.beatricecommunityhospital.com/,68310,,,,,,,,
5163,2601 GABRIEL AVENUE,-999,PARSONS,USA,LABETTE,74,37.35126304,-95.28054226,PARSONS STATE HOSPITAL,-999,8/16/2019 0:00,KS,OPEN,(620) 820-5271,GENERAL ACUTE CARE,http://www.kdads.ks.gov/parsons/parsons_index.html,67357,,,,,,,,
5164,161 RIVER OAKS DR,67,CANTON,USA,MADISON,84,32.58137191,-90.08319563,MERIT HEALTH MADISON,67,8/9/2019 0:00,MS,OPEN,(601) 855-4000,GENERAL ACUTE CARE,http://www.merithealthmadison.com/,39046,,,,,,,,
5165,3300 HEALTHPLEX PKWY,152,NORMAN,USA,CLEVELAND,80,35.25959361,-97.48953346,NORMAN REGIONAL HEALTHPLEX,152,8/10/2019 0:00,OK,OPEN,(405) 515-1000,GENERAL ACUTE CARE,http://www.normanregional.com/en/locations.html?location_list=9,73072,,,,,,,,
5166,5601 PLUM CREEK DRIVE,47,AMARILLO,USA,POTTER,779124,35.218499,-101.9022048,PLUM CREEK SPECIALTY HOSPITAL,47,9/3/2019 0:00,TX,OPEN,(806) 351-1000,LONG TERM CARE,http://www.specialtyhospital-plumcreek.net,79124,,,,,,,,
5167,"200 PERRY HOUSE ROAD, BOX 1447",75,FITZGERALD,USA,BEN HILL,10831750,31.69756452,-83.26014598,DORMINY MEDICAL CENTER,75,8/9/2019 0:00,GA,OPEN,(229) 424-7100,GENERAL ACUTE CARE,http://www.dorminymedical.org,31750,,,,,,,,
5168,550 UNIVERSITY BLVD,-999,INDIANAPOLIS,USA,MARION,100,39.77528333,-86.17656162,IU HEALTH UNIVERSITY HOSPITAL,-999,8/16/2019 0:00,IN,OPEN,(317) 274-5000,GENERAL ACUTE CARE,http://iuhealth.org/university/,46202,,,,,,,,
5169,7777 YANKEE RD,42,MIDDLETOWN,USA,BUTLER,95,39.37657725,-84.36794409,CINCINNATI CHILDREN'S LIBERTY,42,4/27/2020 0:00,OH,OPEN,(513) 636-4200,CHILDREN,http://www.cincinnatichildrens.org/,45044,,,,,,,,
5170,705 RILEY HOSPITAL DR,-999,INDIANAPOLIS,USA,MARION,102,39.77710774,-86.18027646,RILEY HOSPITAL FOR CHILDREN,-999,8/16/2019 0:00,IN,OPEN,(317) 944-5000,CHILDREN,http://iuhealth.org/riley/,46202,,,,,,,,
5171,100 ARROW SPRINGS BLVD,-999,LEBANON,USA,WARREN,90,39.39522296,-84.20942755,BETHESDA ARROW SPRINGS-ER,-999,3/3/2015 0:00,OH,CLOSED,(513) 282-7000,GENERAL ACUTE CARE,http://www.trihealth.com/hospitals-and-practices/bethesda-arrow-springs/,45036,,,,,,,,
5172,8701 BROADWAY,-999,MERRILLVILLE,USA,LAKE,104,41.45837283,-87.3329309,METHODIST HOSPITAL-SOUTHLAKE,-999,8/16/2019 0:00,IN,OPEN,(219) 738-5500,GENERAL ACUTE CARE,http://www.methodisthospitals.org/,46410,,,,,,,,
5173,406 SOUTH GARY STREET,25,MONAHANS,USA,WARD,39079756,31.59378429,-102.8831868,WARD MEMORIAL HOSPITAL,25,9/3/2019 0:00,TX,OPEN,(432) 943-2511,CRITICAL ACCESS,http://www.wardmemorial.org,79756,,,,,,,,
5174,4207 BURNET ROAD,103,AUSTIN,USA,TRAVIS,3178756,30.31182625,-97.7432915,CORNERSTONE HOSPITAL OF AUSTIN,103,9/3/2019 0:00,TX,OPEN,(512) 706-1900,LONG TERM CARE,http://www.chghospitals.com/austin/,78756,,,,,,,,
5175,860 SOUTH 8TH STREET,18,BEAUMONT,USA,JEFFERSON,5577701,30.06953533,-94.12531493,MID - JEFFERSON EXTENDED CARE HOSPITAL OF BEAUMONT,18,9/3/2019 0:00,TX,OPEN,(409) 236-8700,LONG TERM CARE,http://www.christusdubuis.org/beaumontandportarthursystem-christusdubuishospitalofbeaumont,77701,,,,,,,,
5176,2303 SOUTHEAST MILITARY DRIVE,72,SAN ANTONIO,USA,BEXAR,46378223,29.35410452,-98.4567103,TEXAS CENTER FOR INFECTIOUS DISEASE,72,9/3/2019 0:00,TX,OPEN,NOT AVAILABLE,GENERAL ACUTE CARE,http://www.dshs.state.tx.us/tcid/default.shtm,78223,,,,,,,,
5177,2813 SOUTH MAYHILL ROAD,54,DENTON,USA,DENTON,16376208,33.17439097,-97.08712045,INTEGRITY TRANSITIONAL HOSPITAL,54,9/3/2019 0:00,TX,OPEN,(940) 320-2300,LONG TERM CARE,http://www.ithdenton.com,76208,,,,,,,,
